sector,region,size,multiestablishment_firm,fiscal_year,fiscal_month,fiscal_day,last_fiscal_year,legal_status,other_status,percentage_ownership,owner_manager,number_companies_owned,private_foreing_companies,government_company,other_company,female_owner,family_ownership,ceo_politician,support_group,year_established,fte_started,formal_year,manager_experience,top_manager_female,age_top_manager,education_top_manager,citizenship_top_manager,multinational_exp_top_manager,quality_certification,name_quality_certification,electrical_connection,power_outages,own_generator,application_water_connection,website,electricity_obstacle,main_activity,main_product,percentage_sales_main_product,sales,sales_description,sales_2years_ago,direct_sales,direct_sales_phone,direct_sales_online,direct_sales_other,national_sales,indirect_exports,direct_exports,losses_theft_products,domestic_supplies,foreign_supplies,technology_supply_chain,formal_planning,taxes_prevent_growth,labor_reg_prevent_growth,market_demand_prevent_growth,transport_obstacle_ops,customs_obstacle_ops,main_solutions,kpis,production_targets,performance_bonus,promotions,time_dismissed,main_market,competitors,foreign_technology,informal_competitors,obstacle_informal_competitors,product_innovation,product_inn_market,product_inn_description,prod_inn_description2,process_innovation,process_inn_description,process_inn_description2,r&d,r&d_intensity,closing_covid,own_building,own_land,construction_permit,access_land_obstacle,security,losses_fraudulent_transactions,obstacle_crime,internal_funds_workingcapital,bank_loans_workingcapital,other_loans_workingcapital,suppliers_customers_workingcapital,other_source_workingcapital,fixed_assets,savings_account,overdraft_facility,credit_line,outstanding_personal_loans,application_loans,certified_fin_statements,obstacle_access_finance,opinion_court_system,manager_timespent_regulations,tax_inspection,online_tax_payment,tax_officials_impartial,tax_officials_transparent,raised_complaints,government_contract,percentage_informal_payments,import_lic,operating_licence,payments_votes,payments_content_decrees,payments_votes_localdecrees,public_support,other_public_support_descrip,obtacle_tax_rates,obtacle_tax_adm,obtacle_permits,obstacle_political_inestability,obstacle_corruption,obstacle_occup_safety,obstacle_healthy_reg,obstacle_environment_reg,obstacle_courts,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_safety_pos,j30_health_pos,j30_environment_pos,permanent_fte,permanent_fte_lastyear,foreing_languages,interpersonal_skills,managerial_skilss,it_skilss,engineering_skilss,technical_skilss,EUl2_language_pos,EUl2_interpersonal_pos,EUl2_probsolve_pos,EUl2_manage_pos,EUl2_comp_pos,EUl2_math_pos,EUl2_tech_pos,temporal_workers,training,vacancies,EUl8_language_pos,EUl8_interpersonal_pos,EUl8_probsolve_pos,EUl8_manage_pos,EUl8_comp_pos,EUl8_math_pos,EUl8_tech_pos,obstacle_labor_reg,obstacle_educated_workers,biggest_obstacle,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,labor,cost_elctricity,weeks_remain_open,machinery_value
Other services,East Netherlands,Large,Yes,2019,12,31,September,Shareholding company with non-traded shares or shares traded privately,,100,No,None (This is the first),0,0,0,Yes,100,No,Yes,1974,10,1974,36,Yes,60,Secondary/diploma,Yes,No,Yes,Iso 9001,Yes,No,No,Yes,Yes,No obstacle,Construction of,"Non-Residential Construction, Building Business Premises",100,167000000.0,One Hundred Sixty Seven Million,106000000,0,0,0,100,98,2,0,No losses,50,50,E-procurement with electronic orders integrated to specialized supply chain management systems,Yes,No,No,No,No obstacle,No obstacle,No action was taken,Yes,Yes,Yes,-7,Rarely or never,National â main product sold mostly across the country where establishment is located,5.0,No,No,No obstacle,No,0,,,Yes,Lean Planning In Which All Parties Involved Make A Construction Plan Together,Previously. The Parties Involved Are Planned Separately,Yes,500000.0,0,0,0,Yes,No obstacle,Yes,No,Minor obstacle,100,0,0,0,0,No,Yes,Yes,No,No,No,Yes,No obstacle,Strongly agree,5,No,Yes,Strongly agree,Strongly agree,Strongly agree,No,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,9,6,2,3,4,1,5,7,8,127,108,Above required,As required,Above required,Above required,As required,As required,2,7,6,3,4,1,5,No full-time seasonal or temporary workers,Yes,Yes,2,7,6,3,4,1,5,No obstacle,Moderate obstacle,Labor regulations,13,15,12,14,11,3,5,7,8,6,4,2,9,10,1,10600000,40000,100.0,0.0
Manufacturing,South Netherlands,Medium,No,2019,12,31,August,Shareholding company with non-traded shares or shares traded privately,,100,Yes,1,0,0,0,No,No family ownership,No,Yes,1981,2,1981,20,No,56,Secondary/diploma,Yes,No,No,,No,No,No,No,Yes,Major obstacle,Manufacturing of ,"Assembling All Kinds Of Magnets, Everything That Has To Do With Iron And Magnet",80,6300000.0,Six Million Three Hundredthousand,6400000,0,99,1,0,30,70,0,No losses,14,86,Manual search of suppliers without storing supplierâs information in centralized database,No,No,No,No,Minor obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,No,No,-7,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,10.0,No,No,Major obstacle,Yes,0,We Started Printing On Other Materials And We Started Printing 3D Letters,The Products Are Now Pvc Free,No,,,No,0,0,0,0,No,Minor obstacle,No,No,Moderate obstacle,0,80,18,2,0,Yes,Yes,Yes,Yes,No,No,No,Moderate obstacle,Strongly agree,3,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,Major obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Moderate obstacle,3,2,5,7,4,9,6,8,1,46,40,As required,Below required,Below required,Below required,Below required,Below required,3,2,5,7,6,1,4,No full-time seasonal or temporary workers,No,Yes,3,2,5,7,6,1,4,Minor obstacle,Minor obstacle,Inadequately educated workforce,3,2,14,7,4,12,13,8,11,6,1,9,10,15,5,3300000,54000,4.0,2000000.0
Other services,North Netherlands,Small,Yes,2019,12,31,July,Shareholding company with non-traded shares or shares traded privately,,100,No,None (This is the first),0,0,0,Yes,100,No,No,1977,1,1977,43,No,86,Secondary/technical/vocational training,Yes,No,No,,No,No,No,No,Yes,No obstacle,Wholesale trade of ,Wholesaler In Shop And Window Materials,90,800000.0,Eight Hundred  Thousand,850000,5,5,90,0,75,0,25,No losses,50,50,Other,No,No,No,Yes,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,No,No,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,2.0,No,No,No obstacle,No,0,,,Yes,Warehouse Is Better Mapped With Location Numbers. Recorded In And Linked To An Accounting System,"Due To Time Constraints, Better Mapping Of The Warehouse Was Never Picked Up And Location Numbers Were Not Used",No,0,0,100,100,No,No obstacle,No,No,No obstacle,0,0,0,0,100,No,Yes,Yes,No,Yes,No,Yes,No obstacle,Strongly agree,10,Yes,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,3,7,9,2,4,1,8,5,5,7,As required,As required,As required,As required,As required,As required,6,3,1,5,2,4,7,No full-time seasonal or temporary workers,Yes,No,6,3,1,5,2,4,7,No obstacle,No obstacle,Does not apply,15,11,13,9,12,4,1,8,14,10,3,2,7,5,6,125000,12000,8.0,0.0
Other services,South Netherlands,Medium,No,2019,12,31,August,Shareholding company with non-traded shares or shares traded privately,,78,Yes,None (This is the first),0,0,0,No,78,No,Yes,1995,1,1995,2,No,46,Bachelorâs degree,Yes,Yes,No,,No,No,No,No,Yes,No obstacle,Construction of,"Installation Of Cable Support Systems, Busbar Trunking Systems And Line Lighting In Both New Construction And Conversion Projects",100,6200000.0,Six Million Two Hundredthousand,4600000,0,100,0,0,100,0,0,No losses,80,20,E-procurement with electronic orders integrated to specialized supply chain management systems,No,No,No,Yes,Moderate obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,4.0,No,No,No obstacle,No,0,,,Yes,Implementation Of Complete Software Packages For Installation,Making Assembly More Efficient,Yes,5500.0,0,0,0,No,No obstacle,Yes,Yes,No obstacle,100,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,No obstacle,Strongly agree,2,Yes,Yes,Strongly agree,Strongly agree,Does not apply,No,1.0,No,No,Does not apply,Does not apply,Minor impact,1,,Moderate obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,5,3,8,4,6,2,9,7,1,52,50,As required,Below required,Below required,As required,Does not apply (spontaneous),As required,5,3,7,4,6,2,1,45,Yes,Yes,5,3,7,4,6,2,1,No obstacle,Major obstacle,Inadequately educated workforce,11,3,10,4,12,15,14,7,1,8,5,13,6,9,2,3046000,4845,20.0,0.0
Manufacturing,East Netherlands,Medium,No,2019,12,31,July,Shareholding company with non-traded shares or shares traded privately,,100,No,1,0,0,0,No,No family ownership,No,Yes,2013,45,2013,16,No,43,Bachelorâs degree,Yes,Yes,Yes,"Iso 9001, 14001, Iatf",No,No,No,No,Yes,Minor obstacle,Manufacturing of ,Extruding Aluminum For The Automotive Sector And In Particular For Heat Exchangers,100,16500000.0,Sixteen Million Five Hundred  Thousand,16000000,0,0,0,100,0,0,100,No internal shipments made (does not apply),90,10,Manual search of suppliers without storing supplierâs information in centralized database,Yes,No,No,Yes,Moderate obstacle,Moderate obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,International,25.0,Yes,No,Does not apply,Yes,0,Technology For The Heat Exchange Of Batteries In Electric Cars,The Same Technology But For Different Purposes,No,,,No,0,1,0,0,No,No obstacle,Yes,No,No obstacle,0,75,25,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Major obstacle,Strongly agree,4,Yes,Yes,Strongly agree,Tend to agree,Strongly agree,No,0.0,No,No,No impact,Does not apply,Does not apply,1,Now,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,No obstacle,3,6,5,1,8,4,2,7,9,48,48,Below required,As required,Below required,As required,Below required,As required,3,6,5,7,1,4,2,4,Yes,Yes,3,6,5,7,1,4,2,Minor obstacle,Minor obstacle,Access to finance,12,6,13,11,8,4,2,14,9,7,1,15,5,10,3,3500000,465000,24.0,15000000.0
Manufacturing,East Netherlands,Medium,Yes,2020,12,31,December,Shareholding company with non-traded shares or shares traded privately,,100,No,20,100,0,0,Yes,100,No,Yes,1963,4,1963,3,No,47,Bachelorâs degree,Yes,Yes,Yes,"Iso, Eucotex, Greencard,",No,No,No,No,Yes,No obstacle,Manufacturing of ,Roller Blinds With Metallised Fabric,100,17000000.0,Seventeen Million,15600000,0,90,10,0,55,0,45,No losses,10,90,Other,Yes,No,No,Yes,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,3.0,No,No,No obstacle,Yes,1,New Metallized Canvas,"Different Price / Quality Ratio, Better Product Quality",No,,,Yes,500000.0,0,100,100,No,No obstacle,Yes,No,No obstacle,50,10,0,40,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No obstacle,Strongly agree,5,No,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,No obstacle,9,2,3,8,6,4,5,1,7,85,103,As required,As required,As required,As required,As required,As required,5,2,3,7,6,4,1,5,No,Yes,5,2,3,7,6,4,1,No obstacle,Minor obstacle,Inadequately educated workforce,9,2,3,1,13,15,14,4,7,11,12,8,6,5,10,3600000,150000,26.0,6000000.0
Retail services,North Netherlands,Medium,No,2019,12,31,,Partnership,,50,Yes,1,0,0,0,Yes,100,No,Yes,1927,2,Don't know (spontaneous),40,No,56,Bachelorâs degree,Yes,No,No,,No,No,No,No,Yes,No obstacle,Retail trade of ,Food And Non Food Sales - Supermarket,100,6000000.0,Six Million,5500000,97,0,3,0,100,0,0,No losses,100,0,Supplier Relation Management software (SRM),Yes,No,Yes,No,No obstacle,Does not apply,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,No,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,15.0,No,Yes,Minor obstacle,Yes,0,Online Sale Of Products,"Brand New, Different Sales Channel",Yes,Renewed Ordering System Whereby What Is Struck At The Checkout Also Comes Directly Into The Ordering System,Cash Register System And Ordering System Were Separated,Yes,10000.0,0,0,0,Yes,No obstacle,Yes,Yes,Minor obstacle,25,50,0,25,0,Yes,Yes,Yes,Yes,No,No,Yes,No obstacle,Tend to agree,5,No,Yes,Does not apply,Strongly disagree,Does not apply,No,0.0,No,No,No impact,No impact,No impact,0,,Major obstacle,Major obstacle,Major obstacle,Moderate obstacle,No obstacle,Major obstacle,Major obstacle,Very severe obstacle,No obstacle,3,1,6,2,8,9,7,4,5,15,15,Does not apply (spontaneous),As required,As required,As required,Does not apply (spontaneous),As required,3,5,6,2,1,4,7,No full-time seasonal or temporary workers,Yes,Yes,3,5,6,2,1,4,7,Moderate obstacle,No obstacle,Tax administration,3,11,13,12,8,9,15,10,14,2,4,1,6,5,7,500000,25000,0.0,0.0
Other services,East Netherlands,Large,Yes,2019,12,31,October,Shareholding company with non-traded shares or shares traded privately,,100,Yes,4,0,0,0,Yes,100,No,Yes,2002,Don't know (spontaneous),2002,23,No,58,Secondary/diploma,Yes,Yes,Yes,Haccp,No,Yes,No,No,Yes,No obstacle,Hotel or restaurant,Sale Of Fast Food Products To Customers,100,3100000.0,Three Million One Hundred Thousand,2500000,100,0,0,0,100,0,0,No internal shipments made (does not apply),30,70,E-procurement with electronic orders integrated to specialized supply chain management systems,Yes,No,Yes,No,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,Yes,Yes,Promotions were based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,2.0,No,No,No obstacle,Yes,0,Increased Use Of Healthy Products,Completely New,Yes,Renewed More Efficient Kitchen System Allowing Products To Continue To Be Sold,All Products Are Now Made To Order,No,0,1,0,0,No,No obstacle,Yes,No,Minor obstacle,70,30,0,0,0,Yes,Yes,Yes,No,No,No,Yes,No obstacle,Strongly agree,60,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,No impact,No impact,No impact,1,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,1,6,4,9,5,2,7,8,8,8,Above required,As required,As required,As required,Does not apply (spontaneous),As required,3,7,6,1,4,5,2,174,Yes,Yes,3,7,6,1,4,5,2,Minor obstacle,No obstacle,Labor regulations,15,1,13,10,9,11,12,7,8,14,5,2,6,4,3,800000,62000,52.0,0.0
Manufacturing,East Netherlands,Medium,Yes,2019,12,31,January,Shareholding company with non-traded shares or shares traded privately,,100,No,10,100,0,0,Yes,100,No,No,1922,4,1922,25,No,52,Post-graduate degree (Master or Doctorate),Yes,No,No,,No,No,No,No,Yes,No obstacle,Manufacturing of ,"Production, Sale And Maintenance Of Blasting Machines And Spray Installations.",90,22000000.0,Twenty Two Million,17000000,30,0,0,70,10,0,90,No losses,70,30,Database of suppliers manually updated using computers with general purpose software,Yes,No,Yes,No,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,No,-7,DOES NOT APPLY (SPONTANEOUS),International,10.0,No,No,No obstacle,No,0,,,No,,,No,0,0,100,100,No,No obstacle,Yes,No,No obstacle,0,0,0,0,100,No,Yes,No,No,No,No,Yes,Moderate obstacle,Strongly agree,5,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,9,2,4,8,5,6,3,7,1,70,70,Below required,Below required,Below required,Below required,Below required,Below required,1,2,4,7,5,6,3,No full-time seasonal or temporary workers,No,Yes,1,2,4,7,5,6,3,Minor obstacle,No obstacle,Access to finance,10,11,13,8,5,6,3,7,1,12,14,15,4,2,9,4500000,20000,8.0,2500000.0
Manufacturing,South Netherlands,Medium,Yes,2019,12,31,June,Shareholding company with non-traded shares or shares traded privately,,100,Yes,4,0,0,0,No,100,No,Yes,1970,Don't know (spontaneous),2000,50,No,66,Secondary/diploma,Yes,No,Yes,Iso 9001,Yes,No,No,No,Yes,No obstacle,Manufacturing of ,Production Of Wooden Pallets. Plain Wood,100,25000000.0,Twenty Five Million,22000000,100,0,0,0,85,5,10,No losses,15,85,Manual search of suppliers without storing supplierâs information in centralized database,Yes,No,No,No,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,No,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,10.0,No,No,No obstacle,No,0,,,Yes,Invested In The Preparation Of Our Raw Materials. Waste Reduction Has Been Reduced,We Can Deal More Efficiently With Our Raw Materials,No,0,0,0,0,No,No obstacle,Yes,No,No obstacle,0,80,0,20,0,Yes,Yes,Yes,Yes,No,No,Yes,Minor obstacle,Strongly agree,1,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,No impact,No impact,No impact,1,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,8,4,1,9,5,7,2,6,3,50,45,As required,As required,As required,As required,Does not apply (spontaneous),As required,6,4,3,5,1,7,2,No full-time seasonal or temporary workers,No,Yes,6,4,3,5,1,7,2,No obstacle,No obstacle,Access to finance,14,11,1,15,13,7,2,12,3,8,4,6,5,10,9,3300000,275000,2.0,10000000.0
Other services,South Netherlands,Medium,Yes,2019,12,31,,Shareholding company with non-traded shares or shares traded privately,,100,No,Don't know (spontaneous,100,0,0,Yes,100,No,Yes,2005,40,2005,5,No,44,Post-graduate degree (Master or Doctorate),Yes,Yes,Yes,Iso + Haccp,Yes,Yes,No,No,Yes,No obstacle,Wholesale trade of ,Distribution Of Dogs And Cat Food To Retailers,100,70000000.0,Seventy Million,65000000,100,0,0,0,85,15,0,No losses,0,100,E-procurement with electronic orders integrated to specialized supply chain management systems,Yes,No,Yes,Yes,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,Yes,Yes,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,5.0,Yes,No,No obstacle,Yes,1,New Products In The Field Of Food For Dogs And Cats,Extension Of The Existing Offer,Yes,Provide Support To Veterinarians And Breeders In The Field Of Nutritional Advice,Completely New,No,0,0,0,0,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,No,Yes,Yes,No,No,No,Yes,No obstacle,Strongly agree,2,No,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,9,2,8,4,7,1,5,3,70,60,As required,Above required,As required,Below required,Does not apply (spontaneous),As required,6,3,1,2,4,7,5,No full-time seasonal or temporary workers,Yes,Yes,6,3,1,2,4,7,5,Minor obstacle,No obstacle,Labor regulations,6,9,11,15,4,7,12,14,3,10,2,13,1,5,8,12500000,0,0.0,0.0
Other services,East Netherlands,Medium,No,2019,12,31,July,Shareholding company with non-traded shares or shares traded privately,,43,Yes,None (This is the first),0,0,0,No,No family ownership,No,Yes,2012,4,2012,23,No,47,Bachelorâs degree,Yes,Yes,Still in process,Iso2701,No,No,No,No,Yes,No obstacle,Wholesale trade of ,Development Of Custom Software Solutions For Customers,95,4600000.0,Four Million Six Hundred  Thousand,3300000,0,0,2,98,100,0,0,No internal shipments made (does not apply),Don't know (spontaneous),Don't know (spontaneous),Database of suppliers manually updated using computers with general purpose software,Yes,No,Yes,No,Does not apply,Does not apply,We fixed it and took action to make sure it did not happen again,Yes,Yes,Yes,-7,Within 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,20.0,Yes,No,No obstacle,Yes,1,Applications Developed In The Fin Tech Direction,Completely New,No,,,Yes,20000.0,0,0,0,No,No obstacle,No,No,No obstacle,100,0,0,0,0,No,Yes,Yes,Yes,No,Yes,Yes,No obstacle,Strongly agree,2,No,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,8,3,5,6,7,9,1,4,2,50,40,As required,As required,As required,As required,Does not apply (spontaneous),As required,3,2,4,5,7,6,1,No full-time seasonal or temporary workers,No,Yes,3,2,4,5,7,6,1,Minor obstacle,Moderate obstacle,Inadequately educated workforce,12,5,11,14,13,9,6,4,2,3,7,15,1,10,8,2500000,0,12.0,0.0
